source,t,rel_t,x,y,yaw_rad,yaw_deg,rel_x,rel_y,rel_yaw_deg,vx,wz
wheel,1780715213.468497038,59.520141363,-2.643991921,1.230498327,-1.797532994,-102.991054,-2.643991921,1.230498327,-102.991054,-0.376350009,0.299529053
wheel,1780715213.490269423,59.541913748,-2.640088933,1.247469836,-1.796145107,-102.911534,-2.640088933,1.247469836,-102.911534,-0.397523848,0.297171201
wheel,1780715213.508256435,59.559900761,-2.638363124,1.254998148,-1.796145107,-102.911534,-2.638363124,1.254998148,-102.911534,-0.399115013,0.294199489
wheel,1780715213.528265238,59.579909563,-2.636561380,1.262882822,-1.794757219,-102.832014,-2.636561380,1.262882822,-102.832014,-0.399373766,0.291951257
wheel,1780715213.549210072,59.600854397,-2.636561380,1.262882822,-1.794757219,-102.832014,-2.636561380,1.262882822,-102.832014,-0.379405077,0.289031744
wheel,1780715213.568584681,59.620229006,-2.634748926,1.270839788,-1.794757219,-102.832014,-2.634748926,1.270839788,-102.832014,-0.381503359,0.286141427
wheel,1780715213.588280201,59.639924526,-2.631046867,1.287109799,-1.794294590,-102.805507,-2.631046867,1.287109799,-102.805507,-0.404769313,0.283514801
wheel,1780715213.608251333,59.659895658,-2.629277588,1.294852406,-1.796607736,-102.938041,-2.629277588,1.294852406,-102.938041,-0.404414064,0.279521463
wheel,1780715213.628521442,59.680165768,-2.627468549,1.302735410,-1.796145107,-102.911534,-2.627468549,1.302735410,-102.911534,-0.404153098,0.276954588
wheel,1780715213.648307562,59.699951887,-2.625641373,1.310689008,-1.797070365,-102.964547,-2.625641373,1.310689008,-102.964547,-0.404561716,0.273717553
wheel,1780715213.669939041,59.721583366,-2.625641373,1.310689008,-1.797070365,-102.964547,-2.625641373,1.310689008,-102.964547,-0.384333630,0.270980378
wheel,1780715213.688304186,59.739948511,-2.622050607,1.326236992,-1.798458253,-103.044068,-2.622050607,1.326236992,-103.044068,-0.408559609,0.267514885
rtabmap,1780715213.698254347,60.300421715,0.388182133,-3.024155378,-0.398052635,-22.806736,2.539371798,1.687042989,93.487260,0.409883469,0.019018462
wheel,1780715213.708245754,59.759890079,-2.620336865,1.333618532,-1.799383511,-103.097081,-2.620336865,1.333618532,-103.097081,-0.407131576,0.264375757
wheel,1780715213.729236364,59.780880690,-2.620336865,1.333618532,-1.799383511,-103.097081,-2.620336865,1.333618532,-103.097081,-0.386774997,0.261732000
wheel,1780715213.748659372,59.800303698,-2.616556932,1.350020210,-1.795219848,-102.858521,-2.616556932,1.350020210,-102.858521,-0.410760500,0.261258118
wheel,1780715213.768257856,59.819902182,-2.616556932,1.350020210,-1.795219848,-102.858521,-2.616556932,1.350020210,-102.858521,-0.390222475,0.258645537
wheel,1780715213.788491011,59.840135336,-2.616556932,1.350020210,-1.795219848,-102.858521,-2.616556932,1.350020210,-102.858521,-0.370711351,0.256059082
wheel,1780715213.808306456,59.859950781,-2.611249887,1.373023934,-1.799846140,-103.123588,-2.611249887,1.373023934,-103.123588,-0.411754711,0.251163436
wheel,1780715213.828284025,59.879928350,-2.611249887,1.373023934,-1.799846140,-103.123588,-2.611249887,1.373023934,-103.123588,-0.391166975,0.248651802
wheel,1780715213.848389864,59.900034189,-2.609525902,1.380403089,-1.800771398,-103.176601,-2.609525902,1.380403089,-103.176601,-0.390470115,0.245704686
wheel,1780715213.868298054,59.919942379,-2.607443547,1.389269862,-1.802159286,-103.256121,-2.607443547,1.389269862,-103.256121,-0.393806042,0.242550970
wheel,1780715213.888664007,59.940308332,-2.603841695,1.404590814,-1.801234027,-103.203108,-2.603841695,1.404590814,-103.203108,-0.412753978,0.240579761
wheel,1780715213.908293247,59.959937572,-2.602089071,1.412038094,-1.802621915,-103.282628,-2.602089071,1.412038094,-103.282628,-0.411600587,0.237467050
wheel,1780715213.928252459,59.979896784,-2.600214095,1.419980560,-1.802621915,-103.282628,-2.600214095,1.419980560,-103.282628,-0.411463220,0.235092379
rtabmap,1780715213.931782961,60.533950329,0.481121808,-3.059800625,-0.394334003,-22.593674,2.530158772,1.786156494,93.700322,0.426030904,0.015923630
wheel,1780715213.948272467,59.999916792,-2.598387552,1.427709859,-1.803084544,-103.309134,-2.598387552,1.427709859,-103.309134,-0.410726390,0.232510364
wheel,1780715213.968287706,60.019932032,-2.598387552,1.427709859,-1.803084544,-103.309134,-2.598387552,1.427709859,-103.309134,-0.390190070,0.230185260
wheel,1780715213.988255024,60.039899349,-2.594676947,1.443379475,-1.803547173,-103.335641,-2.594676947,1.443379475,-103.335641,-0.410987026,0.227651811
wheel,1780715214.008237123,60.059881449,-2.592828235,1.451178404,-1.803547173,-103.335641,-2.592828235,1.451178404,-103.335641,-0.410490379,0.225375293
wheel,1780715214.028264761,60.079909086,-2.590979523,1.458977333,-1.803547173,-103.335641,-2.590979523,1.458977333,-103.335641,-0.409977979,0.223121540
