topic,t,lost,matches,inliers,features,icp_inliers_ratio,local_map_size
/rtabmap/odom_info_lite,1780715197.998203754,0,0,0,0,0.327786,0
/rtabmap/odom_info,1780715197.998740196,0,0,0,0,0.327786,0
/rtabmap/odom_info_lite,1780715198.247932196,0,0,0,0,0.241498,0
/rtabmap/odom_info,1780715198.248507500,0,0,0,0,0.241498,0
/rtabmap/odom_info_lite,1780715198.425278664,0,0,0,0,0.430823,0
/rtabmap/odom_info,1780715198.425963402,0,0,0,0,0.430823,0
/rtabmap/odom_info_lite,1780715198.571230412,0,0,0,0,0.402134,0
/rtabmap/odom_info,1780715198.571913004,0,0,0,0,0.402134,0
/rtabmap/odom_info_lite,1780715198.742974281,0,0,0,0,0.404375,0
/rtabmap/odom_info,1780715198.743540049,0,0,0,0,0.404375,0
/rtabmap/odom_info_lite,1780715198.932371616,0,0,0,0,0.397052,0
/rtabmap/odom_info,1780715198.933220625,0,0,0,0,0.397052,0
/rtabmap/odom_info_lite,1780715199.177815676,0,0,0,0,0.378378,0
/rtabmap/odom_info,1780715199.178677082,0,0,0,0,0.378378,0
/rtabmap/odom_info_lite,1780715199.408082008,0,0,0,0,0.379682,0
/rtabmap/odom_info,1780715199.408816338,0,0,0,0,0.379682,0
/rtabmap/odom_info_lite,1780715199.661452293,0,0,0,0,0.390001,0
/rtabmap/odom_info,1780715199.662069559,0,0,0,0,0.390001,0
/rtabmap/odom_info_lite,1780715199.946348906,0,0,0,0,0.382997,0
/rtabmap/odom_info,1780715199.946791649,0,0,0,0,0.382997,0
